ident,name,type,latitude,longitude,country code,airport
TLZ,Lanzarote,TACAN,28.9448,-13.607,ES,GCRR
TM,Taumarunui,NDB,-38.9215,175.314,NZ,NZTM
TM,Tsumeb,NDB,-19.2572,17.7258,,FYTM
TM,Tomakivka,NDB,47.8181,34.735,UA,UKDE
TM,Lanes,NDB,69.7189,18.9426,NO,ENTC
TMB,Tacuarembo,VOR,-31.7503,-55.9239,UY,SUTB
TMD,Tamdybulak,VOR-DME,41.75,64.6333,UZ,
TME,Tame,NDB,6.4515,-71.7522,CO,SKTM
TME,Tomo,VOR-DME,34.2804,135.006,JP,RJBB
TMK,Timika,VOR-DME,-4.517,136.867,ID,WABP
TMN,Tamuin,VOR-DME,22.0385,-98.8079,MX,MMTN
TMO,The Monument,NDB,-21.8097,139.924,AU,YTMO
TMO,Tumeremo,VOR-DME,7.25083,-61.517,VE,SVTM
TMO,Tumeremo,NDB,7.25611,-61.5162,VE,SVTM
TMR,Thumrait,VORTAC,17.6682,54.0257,OM,OOTH
TMR,Tumurtai,VOR-DME,41.845,113.15,CN,
TMS,Tanjung Manis,NDB,2.17744,111.2,MY,
TMS,Tamanrasset,VOR-DME,22.8428,5.46472,DZ,DAAT
TN,Ankazobe,NDB,-18.3161,47.1138,MG,
TN,Tindal,VOR,-14.5192,132.371,AU,YPTN
TN,Tindal,NDB,-14.5158,132.36,AU,YPTN
TN,Tangerang,NDB,-6.29023,106.568,ID,WICB
TN,Bahir Dar,NDB,11.5915,37.3048,ET,HABD
TN,Shin-Tachikawa,NDB,35.7183,139.39999,JP,RJTC
TN,Titan,NDB,46.8921,19.8092,HU,LHKE
TN,Thorshofn,NDB,66.2208,-15.3311,IS,BITN
TNA,Tena,NDB,-0.98417,-77.8283,EC,SETE
TNA,Tan Tan,NDB,28.4312,-11.1714,MA,GMAT
TND,Tandarei,NDB,44.6557,27.6547,RO,
TNG,Thangool,NDB-DME,-24.4942,150.57001,AU,YTNG
TNG,Tengah,TACAN,1.39333,103.712,SG,WSAT
TNG,Tanger,VOR-DME,35.7289,-5.89083,MA,GMTT
TNG,Tanagra,NDB,38.3322,23.7308,GR,LGTG
TNK,Tennant Creek,NDB,-19.6442,134.175,AU,YTNK
TNK,Tennant Creek,VOR-DME,-19.6344,134.181,AU,YTNK
TNL,Tatenhill,NDB,52.8145,-1.76667,GB,EGBM
TNN,Shikang,VORTAC,23.1356,120.206,TW,RCNN
TNO,Trano,VOR-DME,55.7741,11.4392,DK,
TNO,BOREALIS FRA,VORDME,55.77417,11.43917,,
TNT,Toncontin,VOR-DME,14.0289,-87.2291,HN,MHTG
TNT,Toncontin,NDB,14.0609,-87.2205,HN,MHTG
TNT,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,46.02028,11.14,,
TNT,Trent,VOR-DME,53.0539,-1.67,GB,
TNV,Ivato,VOR-DME,-18.8033,47.5187,MG,FMMI
TNY,Tepic,VOR-DME,21.4265,-104.837,MX,MMEP
TO,Gweru Thornhill,NDB,-19.3883,29.7617,ZW,FVTL
TO,Toamasina,NDB,-18.0407,49.385,MG,
TO,Toli-Toli,NDB,1.12274,120.795,ID,WAFL
TO,Tsnori,NDB,41.6306,46.0156,GE,
TO,Malvik,NDB,63.4398,10.6801,NO,
TO,Torfur,NDB,65.5003,-18.1504,IS,BIAR
TOB,Villatobas,NDB,39.7832,-3.47539,ES,
TOC,Tocopilla,VOR,-22.14,-70.055,CL,SCBE
TOC,Tocto,VOR,-13.3562,-74.1913,PE,
TOE,Toyama,VOR-DME,36.6522,137.19099,JP,RJNT
TOE,Toulouse,NDB,43.4811,1.67989,FR,LFBO
TOF,Tempelhof,VOR-DME,52.4731,13.4054,DE,DE-0456
TOK,Tokua,VOR-DME,-4.3465,152.398,PG,AYTK
TOK,Tokua,NDB,-4.34533,152.397,PG,AYTK
TOL,Toledo,NDB,-24.6857,-53.6997,BR,SBTD
TOL,Tonglu,VOR-DME,29.7633,119.658,CN,
TON,Tozeur,VOR-DME,33.941,8.10039,TN,DTTZ
TON,Torralba De Aragon,NDB,41.9279,-0.51384,ES,
TOP,Torino,NDB,44.9247,7.86043,IT,LIMF
TOP,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,44.92528,7.86167,,
TOP,Torino,VOR-DME,44.9254,7.86166,IT,LIMF
TOR,Torres,NDB,-29.4143,-49.8067,BR,
TOR,Torp,VOR-DME,59.1691,10.2593,NO,ENTO
TOR,BOREALIS FRA,VORDME,59.16917,10.25917,,
TOR,Toramo,NDB,66.6389,25.971,FI,EFRO
TOU,Toulouse,VOR-DME,43.6808,1.30981,FR,LFBO
TOU,LFFRASW,VORDME,43.68083,1.30972,,
TOY,Tongoy,VOR-DME,-30.2764,-71.4736,CL,
TOY,Tongoy,NDB,-30.2631,-71.4797,CL,
TOY,Thohoyandou,NDB,-23.075,30.3144,ZA,FATH
TP,Takapoto,NDB,-14.7147,-145.25301,PF,NTGT
TP,Tapak Tuan,NDB,3.16592,97.2859,ID,WITA
TP,Teplorechensky,NDB,44.155,43.5333,RU,
TP,Topchyne,NDB,48.9398,34.7933,UA,
TP,Tango-Papa,NDB,64.8845,25.5316,FI,
TPB,Temple Bar,NDB,-23.745,133.789,AU,YBAS
TPG,Tanjung Pinang,VOR-DME,0.90354,104.515,ID,WIDN
TPI,Tripoli,VOR-DME,32.6625,13.1556,LY,LY-0019
TPL,Tupile,NDB,9.25911,-78.1186,PA,
TPL,Topola,NDB,44.1398,20.7457,RS,
TPL,Topola,VOR-DME,44.1435,20.7444,RS,
TPL,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,44.14361,20.74444,,
TPN,Tanjung Pandan,VOR-DME,-2.72454,107.753,ID,WIOD
TPO,Tripolis,TACAN,37.5278,22.4053,GR,LGTP
TPQ,Tapuruquara,NDB,-0.417,-65.0363,BR,
TPR,Pratica Di Mare,TACAN,41.6216,12.4938,IT,LIRE
TPS,Tapiosap,VOR-DME,47.4933,19.4462,HU,LHBP
TPS,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,47.49333,19.44611,,
TPV,Itapevi,NDB,-23.5655,-46.9227,BR,
TPX,Tepexpan,NDB,19.6114,-98.9604,MX,MMMX
TQ,Vnukovo,NDB,55.6383,37.2967,RU,UUWW
TQA,Taquara,NDB,-29.6685,-50.7818,BR,
TQS,Tres Esquinas,VOR-DME,0.74204,-75.2334,CO,SKTQ
TQT,Tsuiki,TACAN,33.6881,131.03799,JP,RJFZ
TR,Tory,VOR-DME,-41.1858,174.362,NZ,
TR,Ternate,NDB,0.8308,127.379,ID,WAEE
TR,Trang,NDB,7.51183,99.6201,TH,VTST
TR,Tiruchirappalli,NDB,10.7499,78.6884,IN,VOTR
TR,Tr,DME,41.4183,19.7117,AL,
TR,Tirana,NDB,41.4632,19.7141,AL,LATI
TR,Trencin,NDB,48.8611,17.9417,SK,LZTN
TR,Turgay,NDB,49.6333,63.4833,KZ,
TR,Trypillia,NDB,50.1164,30.7649,UA,
TR,Turan,NDB,52.1667,93.9167,RU,
TR,Tor,NDB,56.6414,3.32556,NO,
TRA,LSASFRA,DME,47.68944,8.43694,,
TRA,Trasadingen,DME,47.6895,8.43695,CH,
TRB,Tiaret,NDB,35.3458,1.50056,DZ,DAOB
TRB,Tiaret,VOR-DME,35.3478,1.515,DZ,DAOB
TRB,Treblo,VOR,54.2106,17.0733,PL,
TRC,Rio Cuarto,VOR,-33.0922,-64.265,AR,SAOC
TRC,Torreon,VOR-DME,25.564,-103.408,MX,MMTC
TRE,Trelew,VOR-DME,-43.2025,-65.2472,AR,SAVT
TRE,Taree,NDB,-31.8895,152.509,AU,YTRE
TRE,Tottori,VOR-DME,35.5273,134.16499,JP,RJOR
TRE,Treviso,NDB,45.6225,12.0956,IT,LIPH
TRF,Turaif,VOR-DME,31.6933,38.7347,SA,OETR
TRF,Tyrifjord,NDB,59.9292,10.2693,NO,
TRI,Trinidad,VOR-DME,-14.7991,-64.9384,BO,SLTR
TRI,Piarco,NDB,10.5934,-61.4221,TT,TTPP
TRI,Trogir,NDB,43.4968,16.2225,HR,LDSP
TRK,Tarakan,VOR-DME,3.32561,117.562,ID,WALR
TRL,Tripolis,VOR-DME,37.4027,22.3396,GR,LGTP
TRL,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,37.40389,22.34028,,
TRL,Alcantarilla,TACAN,37.9511,-1.22917,ES,LERI
TRL,Troll,DME,60.6452,3.72387,NO,
TRM,Tres Marias,VOR-DME,-18.2032,-45.457,BR,SNAS
TRM,Terminal,TACAN,38.7604,-27.0926,PT,LPLA
TRM,Trondheim,VOR-DME,63.5259,10.8901,NO,ENVA
TRN,Trang,VOR-DME,7.50894,99.626,TH,VTST
TRN,Tehran,VOR-DME,35.697,51.2838,IR,OIII
TRN,Tirana,VOR-DME,41.4161,19.7182,AL,LATI
TRN,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,41.41611,19.71833,,
TRN,Turnberry,VOR-DME,55.3133,-4.78389,GB,
TRN,BOREALIS FRA,DME,55.31333,-4.78389,,
TRO,Corrientes,NDB,-3.79972,-75.0397,PE,SPDR
TRO,Joday,NDB,32.7958,12.8278,LY,
TRO,LFFRANE,VOR,48.25111,3.96306,,
TRO,Troyes,VOR,48.2512,3.96314,FR,LFQB
TRO,BOREALIS FRA,VORDME,69.70278,18.99667,,
TRO,Tromso,VOR-DME,69.7028,18.9968,NO,ENTC
TRP,Tarapoa,NDB,-0.13139,-76.3247,EC,SETR
TRP,Trapani,VORTAC,37.896,12.5132,IT,LICT
TRP,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORTAC,37.89611,12.51333,,
TRP,Trapani,NDB,37.9143,12.493,IT,LICT
TRR,Reengus/Asovo,NDB,27.3668,75.5656,IN,
TRS,Trosa,VOR-DME,58.9379,17.5022,SE,
TRS,BOREALIS FRA,VORDME,58.93806,17.50222,,
TRT,Trat,NDB-DME,12.2745,102.314,TH,VTBO
TRT,Trent,VOR-DME,54.511,13.2493,DE,
TRU,Trujillo,VOR-DME,-8.08722,-79.1122,PE,SPRU
TRU,Trundon,NDB,65.3873,21.7703,SE,
TRZ,Termez,VOR-DME,37.285,67.3067,UZ,UTST
TRZ,Trzebnica,VOR-DME,51.3082,17.1143,PL,EPWR
TS,Tokushima,NDB,34.1281,134.606,JP,RJOS
TS,Tunis,NDB,36.9398,10.2512,TN,DTTA
TS,Turkestan,NDB,43.3,68.3667,KZ,
TS,Toulouse,NDB,43.5073,1.48678,FR,LFBO
TS,Timmins,NDB,48.5653,-81.4525,CA,CYTS
TS,Zadonsk,NDB,52.3833,38.9333,RU,
TS,Tarko-Sale,NDB,64.9,77.7833,RU,
TSC,Tokushima,VORTAC,34.13,134.61,JP,RJOS
TSC,Salamanca,TACAN,40.9552,-5.50248,ES,LESA
TSH,Tshikondeni,NDB,-22.5092,30.9492,ZA,
TSL,Thessaloniki,VOR-DME,40.4569,22.9911,GR,LGTS
TSL,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,40.45694,22.99111,,
TSN,Tansonnhat,VOR-DME,10.8164,106.646,VN,VVTS
TSO,Malelane,NDB,-25.4403,31.675,ZA,ZA-0069
TSR,Timisoara,NDB,45.818,21.3054,RO,LRTR
TST,Truscott,NDB,-14.0897,126.387,AU,YTST
TSU,LFFRAN,VOR,48.75361,2.1025,,
TSU,Toussus,VOR,48.7537,2.10236,FR,LFPN
TT,Santan,NDB,-0.06711,117.45,ID,WALT
TTE,Toyota,VOR-DME,34.1907,131.01601,JP,
TTM,Noria,VOR-DME,22.9678,-99.7727,MX,
TTN,Tetouan,VOR-DME,35.595,-5.32472,MA,GMTN
TTP,Tirupati,VOR-DME,13.6344,79.5391,IN,VOTP
TTR,Tea Tree,NDB,-42.6922,147.314,AU,YMHB
TTR,Tiruchirappalli,VOR-DME,10.7624,78.7134,IN,VOTR
TTR,Tumlingtar,NDB,27.3164,87.1953,NP,VNTR
TTX,Troughton Island,NDB,-13.7547,126.149,AU,YTTI
TU,Timaru,NDB-DME,-44.3084,171.22501,NZ,NZTU
TU,Tutuka,NDB,-26.7216,29.358,ZA,FATT
TU,Tardanu,NDB,-10.4922,121.849,ID,
TU,Kuala Terengganu,NDB,5.383,103.107,MY,WMKN
TU,Tuticorin,NDB,8.72561,78.0257,IN,VOTK
TU,Turbat,NDB,25.9901,63.0298,PK,OPTU
TU,Tuzla,NDB,44.4773,18.483,BA,LQTZ
TU,Aktyubinsk Lom,NDB,50.2111,57.2607,KZ,UATT
TU,Bely,NDB,55.85,32.9333,RU,
TU,Aarhus,NDB,56.288,10.7753,DK,EKAH
TUC,Tucuman,VOR-DME,-26.8458,-65.1083,AR,SANT
TUC,Tucupita,NDB,9.08586,-62.0984,VE,SVTC
TUC,Tunis,VOR-DME,36.8516,10.2303,TN,DTTA
TUG,Tuguegarao,VOR-DME,17.6333,121.736,PH,RPUT
TUI,Tucurui,VOR-DME,-3.80134,-49.7213,BR,SBTU
TUI,Tucurui,NDB,-3.78641,-49.7144,BR,SBTU
TUM,Tocumen,VOR-DME,9.05156,-79.4001,PA,MPTO
TUN,Saniat Rmel,NDB,35.6158,-5.27917,MA,GMTN
TUN,Tulln,NDB,48.3094,15.9811,AT,LOXT
TUN,Tulln,VOR-DME,48.3097,15.9808,AT,LOXT
TUP,Tupa,NDB,-21.8938,-50.5022,BR,SDTP
TUR,Turbo,NDB,8.07325,-76.7366,CO,SKTU
TUR,Tours,TACAN,47.4222,0.73089,FR,LFOT
TUR,Tours,NDB,47.5659,0.78261,FR,LFOT
TUT,Pago Pago,VORTAC,-14.3326,-170.70799,AS,NSTU
TUT,Pago Pago,NDB,-14.3322,-170.71899,AS,NSTU
TUY,Charallave,VOR-DME,10.295,-66.7973,VE,SVCS
TUZ,Tuzla,TACAN,44.4571,18.7296,BA,LQTZ
TV,Vavau,NDB,-18.5856,-173.97,TO,NFTV
TV,Athi River,VOR,-1.50344,37.0212,KE,HKJK
TV,Turner Valley,NDB,50.75,-114.369,CA,CFY6
TV,Tyoply Kluch,NDB,62.7683,136.76199,RU,
TV,Talvik,NDB,70.0593,22.9972,NO,
TVD,Valladolid,TACAN,41.7041,-4.84981,ES,LEVD
TVI,Tavai,NDB,-9.71797,147.472,PG,
TVL,Townsville,TACAN,-19.2783,146.743,AU,YBTL
TVL,Townsville,NDB,-19.2469,146.76199,AU,YBTL
TVM,Trivandrum,VOR-DME,8.47481,76.9247,IN,VOTV
TW,Tamworth,NDB,-31.0712,150.83099,AU,YSTW
TW,Tamworth,VOR-DME,-31.0662,150.83,AU,YSTW
TW,Soavinandriana,NDB,-19.1734,46.735,MG,
TW,Tarawa,DME,1.377,173.14301,KI,NGTA
TW,Toulouse,NDB,43.5306,1.02528,FR,LFBO
TWB,Toowoomba,NDB,-27.5419,151.912,AU,YTWB
TWN,Twenthe,NDB,52.2679,6.87616,NL,EHTW
TWN,Twenthe,TACAN,52.2745,6.89153,NL,EHTW
TWS,Tainan,TACAN,22.9499,120.205,TW,RCNN
TWU,Tawau,NDB,4.29963,118.1,MY,WBKW
TX,Tenerife Norte,NDB,28.4525,-16.2577,ES,GCXO
TX,Tomsk,NDB,56.3833,85.2117,RU,
TY,Titahi Bay,NDB,-41.1167,174.82001,NZ,NZWN
TY,Atyrau,NDB,47.1659,51.7839,KZ,UATG
TYE,Cotonou,VOR-DME,6.36214,2.39325,BJ,DBBB
TYE,Sakura,VOR-DME,35.7836,140.263,JP,RJAA
TYK,Kandi,NDB,11.1445,2.93975,BJ,
TYL,Talara,NDB,-4.57333,-81.255,PE,SPYL
TYN,Natitingou,NDB,10.3624,1.34984,BJ,DBBN
TYN,Taoyuan,TACAN,25.0625,121.245,TW,TW-0089
TYN,Taiyuan,VOR-DME,37.7517,112.62,CN,ZBYN
TZ,Tzaneen,NDB,-23.8023,30.3608,ZA,FATZ
TZ,Tete Chingodzi,NDB,-16.1807,33.6387,MZ,FQTT
TZ,Taiz,NDB,13.6889,44.1375,YE,OYTZ
TZ,Tezpur,NDB,26.7108,92.7995,IN,VETZ
TZ,Gibraltar Point,NDB,43.6128,-79.3856,CA,CYTZ
TZ,Lask,NDB,51.5383,19.2504,PL,EPLK
TZC,Takamatsu,VORTAC,34.3264,133.953,JP,RJOT
TZE,Tessalit,NDB,20.257,0.98817,ML,GATS
TZH,Tianzhen,VOR-DME,40.4117,114.05,CN,
TZI,Gao,NDB,16.2394,-0.02336,ML,GAGO
TZJ,Kayes,NDB,14.4315,-11.4284,ML,GAKY
TZK,FRATURK,VORDME,38.76667,34.54222,,
TZK,Tuzkoy,VOR-DME,38.7675,34.5408,TR,LTAZ
TZO,Trezzo,NDB,45.5585,9.5093,IT,
TZO,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,45.55917,9.50694,,
TZO,Trezzo,VOR-DME,45.5593,9.50719,IT,
TZR,Tazerbo,NDB,25.6686,21.0933,LY,
U,San Luis,NDB,-33.305,-66.3617,AR,
U,Sanzao,NDB,21.985,113.357,CN,ZGSD
U,Santa Clara,NDB,22.4869,-79.9667,CU,
U,Bukhara,NDB,39.7533,64.4783,UZ,
U,Baku/Bina,NDB,40.4933,50.0633,AZ,
U,Burgas,NDB,42.5872,27.5378,BG,
U,Luhansk,NDB,48.4221,39.3417,UA,UA-9863
U,Ust Kamenogorsk,NDB,50.0495,82.47,KZ,
U,Uralsk,NDB,51.1639,51.5703,KZ,
U,Uniform,NDB,60.304,24.9203,FI,
U6,Creston,NDB,49.0431,-116.48,CA,CAJ3
UA,Mthatha,NDB,-31.5583,28.7019,ZA,FAUT
UA,Toytepa,NDB,40.9833,69.3833,UZ,
UAM,Andersen,TACAN,13.5912,144.94701,GU,PGUA
UAN,Juanjui,NDB,-7.17147,-76.7238,PE,SPJI
UAS,Sihuas,VOR,-16.3711,-72.1336,PE,
UAU,Mckay,TACAN,48.3736,-89.329,CA,CYQT
UAW,Shearwater,TACAN,44.6381,-63.4965,CA,CYAW
UB,Lubango,NDB,-14.924,13.5977,AO,FNUB
UB,Ubon,NDB,15.2405,104.864,TH,VTUU
UB,Ust-Bolsheretsk,NDB,52.8167,156.267,RU,
UB,Tuktoyaktuk,NDB,69.4344,-133.017,CA,CYUB
UBA,Ubarana,NDB,-4.92917,-36.3397,BR,
UBA,Baracoa,NDB,20.3694,-74.5228,CU,MUBA
UBE,Ube,VOR-DME,33.9356,131.284,JP,RJDC
UBL,Ubon,VOR-DME,15.2452,104.866,TH,VTUU
UBL,Ubon,TACAN,15.2633,104.883,TH,VTUU
UBR,Ubari,NDB,26.5992,12.7806,LY,
UBT,Ubatuba,NDB,-23.4492,-45.0738,BR,SDUB
UBY,Bayamo,NDB,20.3939,-76.6192,CU,MUBY
UC,Cucuta,NDB,7.95306,-72.5292,CO,
UC,Uzunagach,NDB,43.6,76.3261,KZ,
UCA,Ciego De Avila,NDB,21.9894,-78.8719,CU,MUCA
UCA,Ciego De Avila,VOR-DME,22.0151,-78.8158,CU,MUCA
UCC,Jardines Del Rey,NDB,22.4679,-78.3068,CU,MUCC
UCF,Cienfuegos,NDB,22.1139,-80.4253,CU,MUCF
UCF,Cienfuegos,VOR-DME,22.1547,-80.4061,CU,MUCF
UCJ,Jardines Del Rey,VOR-DME,22.4675,-78.3119,CU,MUCC
UCL,Cayo Largo Del Sur,NDB,21.6042,-81.5291,CU,MUCL
UCL,Cayo Largo Del Sur,VOR-DME,21.605,-81.5328,CU,MUCL
UCM,Camaguey,NDB,21.3904,-77.9291,CU,MUCM
UCM,Camaguey,VOR-DME,21.4374,-77.8008,CU,MUCM
UCU,Iquique,NDB,-20.5711,-70.1833,CL,SCDA
UCU,Santiago De Cuba,NDB,19.9729,-75.8209,CU,MUCU
UCU,Santiago De Cuba,VOR-DME,19.9778,-75.8228,CU,MUCU
UCV,Ulco,VOR,-28.41,24.3256,ZA,FAUC
UCY,Cayabo,NDB,22.8581,-82.8528,CU,
UD,Ulundi,NDB,-28.3044,31.4307,ZA,FAUL
UD,Udon,NDB,17.3878,102.77,TH,VTUD
UD,Buturlino,NDB,55.5667,44.9167,RU,
UD,Chudovo,NDB,59.1167,31.65,RU,
UD,Yakutsk,NDB,62.1333,129.81,RU,UEEE
UDA,Ulaanbaatar,VOR-DME,47.8677,106.734,MN,ZMUB
UDE,Delta,NDB,50.1664,-98.3073,CA,
UDH,Udhailiyah,NDB,25.145,49.3283,SA,OEUD
UDI,Udairi,NDB,29.6867,47.4338,KW,OKDI
UDN,Udon,TACAN,17.3831,102.798,TH,VTUD
UDN,Udon,VOR-DME,17.3845,102.775,TH,VTUD
UE,Lo Castro,NDB,-33.3049,-70.79,CL,SCEL
UE,Luena,NDB,-11.7623,19.8992,AO,FNUE
UF,Longmen,NDB,23.6467,114.33,CN,
UF,Khabarovsk,NDB,48.4883,135.13699,RU,UHHH
UF,Novokuznetsk,NDB,53.855,86.905,RU,
UF,Mogilev,NDB,53.9867,30.045,BY,UMOO
UF,Koshki,NDB,54.2167,50.4667,RU,
UFX,St-Felix-de-Valois,NDB,46.1923,-73.4191,CA,CSE3
UG,Ulongwe,NDB,-14.7181,34.3501,MZ,FQUG
UG,Uige,NDB,-7.56667,15.0333,AO,FNUG
UG,Dalanzadgad,NDB,43.609,104.442,MN,ZMDZ
UG,Raduzhny,NDB,62.18,77.3383,RU,RU-9998
UGT,Guantanamo,NDB,20.0789,-75.1583,CU,MUGT
UH,Bukhara,NDB,39.7283,64.4717,UZ,UTSB
UH,Tikhoretsk,NDB,45.8333,40.0833,RU,
UH,Ust-Khayruzovo,NDB,57.1467,156.76801,RU,
UHA,Habana,NDB,22.9328,-82.4922,CU,MUSA
UHA,Habana,VOR-DME,22.9789,-82.4267,CU,MUHA
UHA,Quaqtaq,NDB,61.0427,-69.6273,CA,CYHA
UHG,Holguin,NDB,20.7305,-76.3764,CU,MUHG
UHG,Holguin,VOR-DME,20.7981,-76.3031,CU,MUHG
UHT,Ukhta,VOR-DME,63.56,53.795,RU,
UHT,FRA SPB,VORDME,63.56028,53.79361,,
UI,Chui,NDB,-33.7423,-53.3745,BR,
UIB,Quibdo,VOR-DME,5.69226,-76.6413,CO,SKUI
UIO,Quito,NDB,-0.17472,-78.4831,EC,EC-0070
UIS,San Luis,VOR,-33.2694,-66.3608,AR,SAOU
UIT,Timehri,NDB,6.44806,-58.3043,GY,SYCJ
UJ,Gaolan,NDB,21.8867,113.26,CN,
UJ,Ust-Mana,NDB,55.9333,92.4833,RU,
UK,Ua Huka,NDB,-8.93581,-139.55099,PF,NTMU
UK,Yukhnov,NDB,54.7333,35.2167,RU,
UK,Ust-Kamchatsk,NDB,56.2233,162.685,RU,
UKS,Kosrae,NDB-DME,5.35306,162.957,FM,PTSA
UL,Ulundi,NDB,-28.3489,31.3945,ZA,FAUL
UL,Ulundi,DME,-28.3151,31.4206,ZA,FAUL
UL,Hulutaotun,NDB,39.25,121.617,CN,
UL,Montreal,NDB,45.46,-73.8483,CA,CYUL
UL,Vostochny,NDB,54.3517,48.7533,RU,UWLW
ULA,Ula,NDB,57.1106,2.84472,NO,
ULD,Uberlandia,NDB,-18.8872,-48.23,BR,SBUL
ULD,Uberlandia,VOR-DME,-18.8766,-48.2213,BR,SBUL
ULQ,Tulua,VOR-DME,4.09,-76.2236,CO,SKUL
ULT,Alert,TACAN,82.5173,-62.3117,CA,CYLT
ULV,Ulvingen,NDB,65.6341,12.1529,NO,ENBN
UM,Churchill Falls,NDB,53.5906,-64.2356,CA,CZUM
UM,Ivanovskoye,NDB,55.8667,36.9167,RU,
UM,Tartu,NDB,58.3086,26.7684,EE,EETU
UME,Umea,VOR-DME,63.7886,20.2852,SE,ESNU
UME,BOREALIS FRA,VORDME,63.78861,20.28528,,
UMH,Uromiyeh,NDB,37.6655,45.0609,IR,OITR
UMH,Uromiyeh,VOR-DME,37.6872,45.0843,IR,OITR
UMO,Moa,NDB,20.6489,-74.9306,CU,MUMO
UMZ,Manzanillo,VOR-DME,20.3028,-77.0994,CU,MUMZ
UN,Upington,NDB,-28.4785,21.303,ZA,FAUP
UN,Underkhaan,NDB,47.3303,110.664,MN,
UN,Arkalyk,NDB,50.3128,66.95,KZ,
UNA,Udbina,NDB,44.5258,15.7728,HR,HR-0034
UNG,Gerona,NDB,21.7558,-82.8781,CU,MUNG
UNT,Naramata,NDB,49.5972,-119.603,CA,CYYF
UNV,Nuevas,VOR,21.395,-77.2308,CU,
UNV,Nuevas,NDB,21.3994,-77.2325,CU,
UNZ,Nimitz,VORTAC,13.4545,144.733,GU,PGUM
UOD,Cold Lake,TACAN,54.4086,-110.296,CA,CYOD
UP,U Taphao,NDB,12.6634,100.992,TH,VTBU
UP,Kokand,NDB,40.4633,71.045,UZ,
UP,Zenzeli,NDB,45.9333,47.0667,RU,
UP,Uppsala,NDB,59.9806,17.7,SE,ESCM
UP,Upernavik,NDB,72.7926,-56.146,GL,BGUK
UPB,Playa Baracoa,NDB,23.0232,-82.5807,CU,MUPB
UPB,Playa Baracoa,VOR,23.0233,-82.5817,CU,MUPB
UPI,Barranca De Upia,NDB,4.57639,-72.9772,CO,
UPN,Uruapan,VOR-DME,19.3958,-102.041,MX,MMPN
UPV,Upington,VOR-DME,-28.4017,21.2604,ZA,FAUP
UQQ,Comox,TACAN,49.7125,-124.894,CA,CYQQ
UR,Margate,NDB,-30.8042,30.3694,ZA,FAMG
UR,Uralsk,NDB,51.1789,51.6003,KZ,UARR
UR,Chagda,NDB,58.75,130.64999,RU,
URA,Piura,NDB,-5.21167,-80.6172,PE,SPUR
URA,Piura,VOR-DME,-5.21,-80.6161,PE,SPUR
URB,Uberaba,NDB,-19.7655,-47.9592,BR,SBUR
URB,Urbe,NDB,41.9451,12.4901,IT,LIRU
URC,Urcos,VOR-DME,-13.6494,-71.5864,PE,SPZO
URC,Coari,NDB,-4.88611,-65.3492,BR,SBUY
URC,Urica,NDB,9.70364,-63.9998,VE,
URC,Urumqi,VOR-DME,43.9067,87.475,CN,ZWWW
URF,Sanliurfa,VOR-DME,37.0939,38.8447,TR,TR-0298
URG,Uruguaiana,NDB,-29.786,-57.0367,BR,SBUG
URG,Urgench,VOR-DME,41.5833,60.65,UZ,UTNU
URL,Uralsk,VOR-DME,51.1458,51.5408,KZ,UARR
URM,Uriman,NDB,5.33306,-62.767,VE,
URP,Urubupunga,VOR-DME,-20.7765,-51.5588,BR,
URP,Urubupunga,NDB,-20.774,-51.564,BR,
URT,Uruburetama,NDB,-3.5855,-39.4267,BR,
URV,Varder,NDB,23.0199,-81.4581,CU,MUVR
US,Ulsan,NDB,35.576,129.353,KR,RKPU
US,Ulaangom,NDB,49.9265,92.0528,MN,
US,Ust Kamenogorsk,NDB,50.0676,82.437,KZ,UASK
US,Elshanka,NDB,51.8133,46.3933,RU,
US,Muravlyanka,NDB,53.75,38.5,RU,
USC,Santa Clara,NDB,22.4807,-79.9934,CU,MUSC
USK,Usak,NDB-DME,38.6796,29.4801,TR,LTBO
USN,Ulsan,VOR-DME,35.5985,129.353,KR,RKPU
USU,Ushuaia,VOR,-54.8381,-68.2842,AR,SAWH
UT,Mthatha,NDB,-31.5478,28.7297,ZA,FAUT
UT,Pohang,NDB,35.9783,129.418,KR,RKTH
UT,Turkmenabat,NDB,39.04,63.64,TM,UTAV
UTD,Trinidad,NDB,21.7906,-79.9912,CU,MUTD
UTH,Uthaug,NDB,63.7228,9.57778,NO,ENOL
UTR,Trenton,TACAN,44.1212,-77.5289,CA,CYTR
UTT,Utti,VOR-DME,60.8973,26.9295,FI,EFUT
